title,description,tags,last_update,publisher,contact_nam,contact_email,url,direct_url,license,comments,type,access,category
Estrutura salarial: Distribuição na Tabela de Vencimentos PAEPE - Profissional Para Assuntos Administrativos,"Distribuição dos Servidores Técnico-Administrativos na Tabela de Vencimentos PAEPE.
 Apenas do eixo ""Profissional Para Assuntos Administrativos"".",Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=106760,,,,HTML,,Servidores
Estrutura salarial: Distribuição na Tabela de Vencimentos PAEPE - Profissional para Assuntos Universitários,"Distribuição dos Servidores Técnico-Administrativos na Tabela de Vencimentos PAEPE.
 Apenas do eixo ""Profissional para Assuntos Universitários"".",Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=106764,,,,HTML,,Servidores
Estrutura salarial: Distribuição na Tabela de Vencimentos PAEPE - Técnico de Laboratório,"Distribuição dos Servidores Técnico-Administrativos na Tabela de Vencimentos PAEPE.
 Apenas da função regulamentada indicada",Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=115224,,,,HTML,,Servidores
Estrutura salarial: Distribuição na Tabela de Vencimentos PAEPE - Técnico em Enfermagem,"Distribuição dos Servidores Técnico-Administrativos na Tabela de Vencimentos PAEPE.
 Apenas da função regulamentada indicada",Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=115223,,,,HTML,,Servidores
Gratificação: Gratificação de Representação,"Quantidades de servidores em funções gratificadas, por grupo de função.
 Os valores correspondem à tabela de vencimentos de <a href=""http://www.dgrh.unicamp.br/documentos/tabelas-de-vencimentos/gratificacao-de-representacao"">GR</a>.
 O Grupo 11 está extinto.
 ",Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=88200,,,,HTML,,Servidores
Remuneração: Adicionais e Sexta-Parte,,Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=51053,,,,HTML,,Servidores
Servidores Ativos: Estrutura Salarial e Jornada,,Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=51052,,,,HTML,,Servidores
Técnico-Administrativos: Distribuição na Carreira Paepe Por Unidade de Ensino,"Quantidade de Servidores Técnico-Administrativos da Carreira Paepe por Faculdade/Instituto da Universidade.
 Considera-se ""Nivel de Complexidade"" (coluna complexidade do relatório acima) cada linha horizontal da tabela de vencimentos, ou seja, por exemplo, servidores do nível 05-A até 05-N são totalizados na coluna ""05"".
 ",Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=163910,,,,HTML,,Servidores
Aposentados Estatutários: Por Categoria e Faixa Etária - apenas ESU,"Quantidade de servidores aposentados por categoria e faixa etária. Situação atual.
 Excluídas as complementações de aposentadoria CLT.",Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=281750,,,,HTML,,Servidores
Aposentados Estatutários: Por Unidade e Regime Jurídico,,Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=278751,,,,HTML,,Servidores
Centros e Núcleos: Servidores e demais colaboradores por Função/Ocupação,,Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=129519,,,,HTML,,Servidores
"Docentes: Por Carreira, Nível e Sexo","Distribuição dos Docentes de acordo com a carreira, nível na carreira e sexo",Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=227751,,,,HTML,,Servidores
Docentes: Por Escolaridade,Distribuição dos Docentes de acordo com a titulação máxima obtida,Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=281753,,,,HTML,,Servidores
Docentes: Por Jornada,Distribuição dos Docentes de acordo com a jornada de trabalho.,Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=51400,,,,HTML,,Servidores
Docentes: Por Unidade de Ensino,"Quantidade de Docentes por Faculdade/Instituto da Universidade.
 São considerados os docentes de todas as carreiras.",Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=78110,,,,HTML,,Servidores
Docentes e Pesquisadores: Por Nacionalidades,"Quantidade de docentes e pesquisadores ativos, agrupados por nacionalidades.",Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=51063,,,,HTML,,Servidores
Pesquisadores: Escolaridade,"Quantidade de servidores técnico-administrativos ativos por escolaridade.
 É considerado sempre o nível mais alto de escolaridade relatado e comprovado pelo servidor.
 Cada servidor é computado em apenas uma categoria.
 Ou seja, um servidor com superior completo e que apresente título de especialização, será considerado apenas nesta última categoria.",Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=227756,,,,HTML,,Servidores
Pesquisadores: Por Função e Sexo,Quantidade de servidores Pesquisadores ativos por Cargo/Função e sexo.,Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=227755,,,,HTML,,Servidores
Servidores Ativos: Por Área da Universidade,"Quantidade de servidores ativos por Área da Universidade, relativa à Unidade de lotação do funcionário.",Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=51062,,,,HTML,,Servidores
Servidores Ativos: Por Categoria e Faixa Etária,Quantidade de servidores ativos por categoria e faixa etária.,Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=51065,,,,HTML,,Servidores
Servidores Ativos: Por Categoria e Regime,Os grandes blocos totalizados.,Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=51051,,,,HTML,,Servidores
Servidores Ativos: Por Categoria e Regime - em Órgãos da Área de Saúde,,Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=260762,,,,HTML,,Servidores
Servidores Ativos: Por Função,Quantidade de servidores ativos por Cargo/Função.,Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=51054,,,,HTML,,Servidores
Servidores Ativos: Por Sexo e Categoria,Quantidade de servidores ativos por categoria e sexo,Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=67101,,,,HTML,,Servidores
Servidores Ativos: Por Sexo e Unidade,"Quantidade por sexo e categoria em cada uma das Unidades/Órgãos da Universidade.
 Considera-se como uma Unidade/Órgão toda estrutura organizacional com quadro de vagas e recursos próprio.",Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=262752,,,,HTML,,Servidores
Servidores Ativos: Por Unidade,"Quantidade por categoria em cada uma das Unidades/Órgãos da Universidade.
 Considera-se como uma Unidade/Órgão toda estrutura organizacional com quadro de vagas e recursos próprio.",Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=51064,,,,HTML,,Servidores
Servidores Ativos: Por Unidade e Regime Jurídico,"Quantidade por categoria em cada uma das Unidades/Órgãos da Universidade.
 Considera-se como uma Unidade/Órgão toda estrutura organizacional com quadro de vagas e recursos próprio.",Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=278750,,,,HTML,,Servidores
Servidores Ativos: Profissionais da Tecnologia Informação e Comunicação (Paepe) por Unidade,,Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=106762,,,,HTML,,Servidores
Técnico-Administrativos: Escolaridade,"Quantidade de servidores técnico-administrativos ativos por escolaridade.
 É considerado sempre o nível mais alto de escolaridade relatado e comprovado pelo servidor.
 Cada servidor é computado em apenas uma categoria.
 Ou seja, um servidor com superior completo e que apresente título de especialização, será considerado apenas nesta última categoria.",Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=51055,,,,HTML,,Servidores
Técnico-Administrativos: Por Função e Sexo,Quantidade de servidores Técnico-Administrativos ativos por Cargo/Função e sexo.,Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=227752,,,,HTML,,Servidores
Unidades e Órgãos: Quantidades por Tipo e Área,Quantidade de unidades por tipo de órgão.,Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=51050,,,,HTML,,Servidores
Voluntários: Por Unidade,Quantidade de voluntários atuando nas Unidades.,Servidores,diário,S-Integra,,,https://www.siarh.unicamp.br/indicadores/View.jsf?id=51066,,,,HTML,,Servidores
